Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"X3197646B", 0.208, 1,    122.501, -167.1,    1.0201, 2,    122.317,   12.8,    1.0186, 0, 0, 0, 0
"X2973151A", 0.208, 1,     122.17,  -40.6,    1.0173, 2,    122.443,  139.4,    1.0196, 0, 0, 0, 0
"X3197627C", 0.208, 1,    120.488,   81.0,    1.0033, 2,    120.483,  -99.0,    1.0033, 0, 0, 0, 0
"X2764412A", 0.208, 1,    118.899,  -45.3,   0.99009, 2,    118.719,  134.7,   0.98859, 0, 0, 0, 0
"X2766716C", 0.208, 1,    120.987,   78.9,    1.0075, 2,    121.481, -101.0,    1.0116, 0, 0, 0, 0
"X2991917B", 0.208, 1,    116.942, -162.3,    0.9738, 2,    116.349,   17.6,   0.96886, 0, 0, 0, 0
"X3254229B", 0.208, 1,    120.232, -165.7,    1.0012, 2,    120.692,   14.4,     1.005, 0, 0, 0, 0
"X2935556B", 0.208, 1,    121.553, -167.4,    1.0122, 2,    120.977,   12.5,    1.0074, 0, 0, 0, 0
"X3197660B", 0.208, 1,    118.471, -167.4,   0.98653, 2,    118.442,   12.6,   0.98629, 0, 0, 0, 0
"X2989565A", 0.208, 1,    118.631,  -39.2,   0.98786, 2,    118.905,  140.8,   0.99014, 0, 0, 0, 0
"X3645809C", 0.208, 1,    122.546,   79.2,    1.0205, 2,    122.708, -100.8,    1.0218, 0, 0, 0, 0
"X3086075B", 0.208, 1,    122.336, -156.8,    1.0187, 2,    121.984,   23.2,    1.0158, 0, 0, 0, 0
"X3122824A", 0.208, 1,    118.505,  -41.0,   0.98681, 2,    118.725,  139.0,   0.98864, 0, 0, 0, 0
"X3216338B", 0.208, 1,    119.737, -167.6,   0.99707, 2,    120.284,   12.4,    1.0016, 0, 0, 0, 0
"X2729405B", 0.208, 1,    122.651, -160.8,    1.0213, 2,    123.122,   19.2,    1.0253, 0, 0, 0, 0
"X2823545A", 0.208, 1,    112.158,  -41.7,   0.93396, 2,     111.73,  138.2,    0.9304, 0, 0, 0, 0
"X2916610B", 0.208, 1,    122.696, -166.6,    1.0217, 2,    122.096,   13.3,    1.0167, 0, 0, 0, 0
"X3177665A", 0.208, 1,    122.207,  -44.6,    1.0176, 2,    121.696,  135.3,    1.0134, 0, 0, 0, 0
"X2803199A", 0.208, 1,    113.756,  -40.8,   0.94727, 2,     113.58,  139.2,    0.9458, 0, 0, 0, 0
"X2803199B", 0.208, 1,    116.314, -161.9,   0.96856, 2,    116.959,   18.2,   0.97394, 0, 0, 0, 0
"X2803199C", 0.208, 1,    123.404,   81.4,    1.0276, 2,    123.313,  -98.6,    1.0269, 0, 0, 0, 0
"X2691952A", 0.208, 1,    119.595,  -45.0,   0.99589, 2,    119.615,  135.0,   0.99605, 0, 0, 0, 0
"X2748144A", 0.208, 1,      119.5,  -43.4,    0.9951, 2,    119.905,  136.7,   0.99847, 0, 0, 0, 0
"X3029504B", 0.208, 1,    118.308, -167.5,   0.98517, 2,    118.153,   12.5,   0.98388, 0, 0, 0, 0
"X3197635B", 0.208, 1,    118.855, -167.4,   0.98973, 2,    118.468,   12.6,    0.9865, 0, 0, 0, 0
"X2724120C", 0.208, 1,    122.793,   80.1,    1.0225, 2,    122.806,  -99.9,    1.0226, 0, 0, 0, 0
"X3235244A", 0.208, 1,    121.314,  -44.6,    1.0102, 2,    121.526,  135.4,     1.012, 0, 0, 0, 0
"X2804254A", 0.208, 1,    121.556,  -44.4,    1.0122, 2,    121.853,  135.6,    1.0147, 0, 0, 0, 0
"X2820531B", 0.208, 1,    122.859, -166.7,    1.0231, 2,    122.404,   13.3,    1.0193, 0, 0, 0, 0
"X3254214B", 0.208, 1,    118.087, -167.5,   0.98333, 2,    118.053,   12.5,   0.98305, 0, 0, 0, 0
"X2691966B", 0.208, 1,    120.121, -165.7,    1.0003, 2,    120.451,   14.3,     1.003, 0, 0, 0, 0
"X3122822A", 0.208, 1,     119.76,  -44.9,   0.99726, 2,    119.482,  135.0,   0.99495, 0, 0, 0, 0
"X3197639A", 0.208, 1,     119.54,  -45.0,   0.99543, 2,    118.985,  135.0,   0.99081, 0, 0, 0, 0
"X3120503A", 0.208, 1,    118.263,  -45.4,   0.98479, 2,    118.472,  134.6,   0.98653, 0, 0, 0, 0
"X3216349B", 0.208, 1,    117.717, -167.6,   0.98025, 2,    118.241,   12.5,   0.98461, 0, 0, 0, 0
"X3027670B", 0.208, 1,    116.312, -161.9,   0.96855, 2,    116.934,   18.1,   0.97373, 0, 0, 0, 0
"X3085392C", 0.208, 1,    120.485,   81.0,    1.0033, 2,    120.252,  -99.1,    1.0014, 0, 0, 0, 0
"X3010556A", 0.208, 1,    122.344,  -40.6,    1.0188, 2,    122.428,  139.4,    1.0195, 0, 0, 0, 0
"X3232902A", 0.208, 1,    113.179,  -41.1,   0.94246, 2,    113.677,  138.9,    0.9466, 0, 0, 0, 0
"X3101782A", 0.208, 1,    112.067,  -41.7,    0.9332, 2,    111.834,  138.3,   0.93126, 0, 0, 0, 0
"X2766715B", 0.208, 1,    120.184, -167.6,    1.0008, 2,    120.349,   12.5,    1.0022, 0, 0, 0, 0
"X2970804C", 0.208, 1,    121.699,   84.4,    1.0134, 2,     122.14,  -95.6,    1.0171, 0, 0, 0, 0
"X3178975B", 0.208, 1,    118.515, -167.4,   0.98689, 2,    119.148,   12.7,   0.99216, 0, 0, 0, 0
"X2841648A", 0.208, 1,    118.946,  -45.0,   0.99049, 2,    118.572,  134.9,   0.98737, 0, 0, 0, 0
"X3029497C", 0.208, 1,    120.436,   81.0,    1.0029, 2,    120.306,  -99.0,    1.0018, 0, 0, 0, 0
"X3029520B", 0.208, 1,    118.228, -167.5,   0.98451, 2,    117.997,   12.5,   0.98258, 0, 0, 0, 0
"X2766744B", 0.208, 1,    121.101, -167.4,    1.0084, 2,    120.933,   12.5,     1.007, 0, 0, 0, 0
"X3029518B", 0.208, 1,    120.569, -167.1,     1.004, 2,    120.268,   12.8,    1.0015, 0, 0, 0, 0
"X2936214A", 0.208, 1,    112.782,  -41.4,   0.93916, 2,    112.941,  138.6,   0.94048, 0, 0, 0, 0
"X2954346B", 0.208, 1,    117.784, -167.5,    0.9808, 2,    118.451,   12.6,   0.98636, 0, 0, 0, 0
"X2879061B", 0.208, 1,    119.164, -167.4,    0.9923, 2,    119.093,   12.6,   0.99171, 0, 0, 0, 0
"X3141394B", 0.208, 1,    123.079, -163.3,    1.0249, 2,    123.251,   16.7,    1.0263, 0, 0, 0, 0
"X3142098B", 0.208, 1,    119.206, -159.5,   0.99265, 2,     118.62,   20.4,   0.98777, 0, 0, 0, 0
"X3645812C", 0.208, 1,    122.489,   79.2,      1.02, 2,     122.76, -100.8,    1.0222, 0, 0, 0, 0
"X2916627A", 0.208, 1,    122.089,  -40.6,    1.0167, 2,     122.36,  139.4,    1.0189, 0, 0, 0, 0
"X3066815C", 0.208, 1,    122.954,   79.3,    1.0239, 2,    122.882, -100.7,    1.0233, 0, 0, 0, 0
"X3179678B", 0.208, 1,    117.532, -160.0,   0.97871, 2,    117.802,   20.0,   0.98096, 0, 0, 0, 0
"X3254237A", 0.208, 1,    113.952,  -40.7,    0.9489, 2,    113.332,  139.2,   0.94373, 0, 0, 0, 0
"X2710512B", 0.208, 1,    118.201, -167.4,   0.98428, 2,    118.215,   12.6,    0.9844, 0, 0, 0, 0
"X3104125B", 0.208, 1,    115.527, -160.6,   0.96202, 2,    114.954,   19.4,   0.95724, 0, 0, 0, 0
"X3010559A", 0.208, 1,    121.682,  -44.6,    1.0133, 2,    121.134,  135.4,    1.0087, 0, 0, 0, 0
"X2897790C", 0.208, 1,    124.619,   80.0,    1.0377, 2,    124.378, -100.1,    1.0357, 0, 0, 0, 0
"X2711225C", 0.208, 1,    123.564,   82.2,    1.0289, 2,    123.601,  -97.8,    1.0292, 0, 0, 0, 0
"X2766729A", 0.208, 1,     120.05,  -41.0,   0.99967, 2,    119.825,  138.9,   0.99781, 0, 0, 0, 0
"X3235275B", 0.208, 1,    117.487, -162.2,   0.97834, 2,    117.361,   17.8,   0.97728, 0, 0, 0, 0
"X3728038A", 0.208, 1,    121.977,  -44.7,    1.0157, 2,    121.827,  135.3,    1.0145, 0, 0, 0, 0
"X3048222C", 0.208, 1,    121.672,   79.1,    1.0132, 2,     122.12, -100.8,    1.0169, 0, 0, 0, 0
"X2841630C", 0.208, 1,    122.796,   80.1,    1.0225, 2,    123.226,  -99.9,    1.0261, 0, 0, 0, 0
"X2991907A", 0.208, 1,    122.348,  -40.6,    1.0188, 2,    122.537,  139.4,    1.0204, 0, 0, 0, 0
"X2973144C", 0.208, 1,    122.617,   80.1,     1.021, 2,    123.019,  -99.9,    1.0244, 0, 0, 0, 0
"X3178976A", 0.208, 1,    119.736,  -45.2,   0.99707, 2,    119.485,  134.8,   0.99497, 0, 0, 0, 0
"X3159448A", 0.208, 1,    121.467,  -44.6,    1.0115, 2,    121.709,  135.4,    1.0135, 0, 0, 0, 0
"X3231255C", 0.208, 1,    124.403,   80.2,    1.0359, 2,    124.175,  -99.9,     1.034, 0, 0, 0, 0
"X3197626C", 0.208, 1,      120.4,   81.0,    1.0026, 2,    120.986,  -99.0,    1.0075, 0, 0, 0, 0
"X2802480B", 0.208, 1,    116.835, -161.9,    0.9729, 2,    116.312,   18.1,   0.96855, 0, 0, 0, 0
"X2823544A", 0.208, 1,    112.113,  -41.7,   0.93358, 2,     111.86,  138.3,   0.93147, 0, 0, 0, 0
"X2841624B", 0.208, 1,    120.126, -167.6,    1.0003, 2,    119.985,   12.4,   0.99914, 0, 0, 0, 0
"X3101194C", 0.208, 1,    119.697,   78.4,   0.99674, 2,    120.397, -101.6,    1.0026, 0, 0, 0, 0
"X2841619C", 0.208, 1,    119.907,   80.9,   0.99848, 2,    120.265,  -99.1,    1.0015, 0, 0, 0, 0
"X2861218C", 0.208, 1,    123.328,   81.6,     1.027, 2,    122.754,  -98.5,    1.0222, 0, 0, 0, 0
"X2710513B", 0.208, 1,     118.11, -167.4,   0.98352, 2,    118.092,   12.6,   0.98337, 0, 0, 0, 0
"X2879062C", 0.208, 1,    120.005,   80.9,    0.9993, 2,    120.554,  -99.0,    1.0039, 0, 0, 0, 0
"X2879767B", 0.208, 1,    118.826, -159.5,   0.98948, 2,     119.14,   20.5,   0.99209, 0, 0, 0, 0
"X2766725C", 0.208, 1,    121.169,   79.3,     1.009, 2,    121.618, -100.7,    1.0127, 0, 0, 0, 0
"X3141396C", 0.208, 1,    120.975,   78.9,    1.0074, 2,    121.286, -101.1,      1.01, 0, 0, 0, 0
"X2879752B", 0.208, 1,    122.543, -160.8,    1.0204, 2,    123.022,   19.2,    1.0244, 0, 0, 0, 0
"X2991940C", 0.208, 1,     121.13,   81.1,    1.0087, 2,    121.028,  -99.0,    1.0078, 0, 0, 0, 0
"X2673321A", 0.208, 1,    119.682,  -41.1,   0.99661, 2,    119.756,  138.9,   0.99723, 0, 0, 0, 0
"X2673326B", 0.208, 1,    120.141, -167.6,    1.0004, 2,    119.956,   12.4,   0.99889, 0, 0, 0, 0
"X2925506C", 0.208, 1,    121.039,   78.8,    1.0079, 2,    120.742, -101.3,    1.0054, 0, 0, 0, 0
"X2730106C", 0.208, 1,    123.723,   81.2,    1.0303, 2,     123.16,  -98.9,    1.0256, 0, 0, 0, 0
"X2820556A", 0.208, 1,    118.964,  -45.0,   0.99063, 2,    118.633,  134.9,   0.98788, 0, 0, 0, 0
"X3235248C", 0.208, 1,    121.226,   79.1,    1.0095, 2,    120.856, -101.0,    1.0064, 0, 0, 0, 0
"X2822871B", 0.208, 1,     122.32, -167.2,    1.0186, 2,    122.145,   12.8,    1.0171, 0, 0, 0, 0
"X2955076A", 0.208, 1,    118.542,  -38.7,   0.98712, 2,    119.058,  141.4,   0.99141, 0, 0, 0, 0
"X2955005B", 0.208, 1,    117.852, -161.2,   0.98137, 2,    117.284,   18.7,   0.97664, 0, 0, 0, 0
"X3254208C", 0.208, 1,     120.64,   78.8,    1.0046, 2,    121.263, -101.1,    1.0098, 0, 0, 0, 0
"X3178978A", 0.208, 1,    119.346,  -45.0,   0.99381, 2,    118.879,  135.0,   0.98992, 0, 0, 0, 0
"X3235253A", 0.208, 1,    122.276,  -40.6,    1.0182, 2,    122.544,  139.4,    1.0204, 0, 0, 0, 0
"X3235241C", 0.208, 1,    120.959,   79.0,    1.0072, 2,    120.481, -101.0,    1.0033, 0, 0, 0, 0
"X3197636B", 0.208, 1,    118.976, -167.4,   0.99073, 2,    119.537,   12.7,    0.9954, 0, 0, 0, 0
"X3066811B", 0.208, 1,    119.052, -167.3,   0.99137, 2,    118.645,   12.7,   0.98797, 0, 0, 0, 0
"X3632979A", 0.208, 1,    119.605,  -45.2,   0.99597, 2,    119.751,  134.8,   0.99719, 0, 0, 0, 0
"X3086074C", 0.208, 1,    123.418,   82.1,    1.0277, 2,    123.522,  -97.9,    1.0286, 0, 0, 0, 0
"X2674051A", 0.208, 1,    118.937,  -39.2,   0.99041, 2,    118.599,  140.8,    0.9876, 0, 0, 0, 0
"X3178981B", 0.208, 1,    119.685, -161.9,   0.99664, 2,    120.063,   18.1,   0.99979, 0, 0, 0, 0
"X3046854B", 0.208, 1,    118.115, -167.5,   0.98356, 2,    118.275,   12.5,   0.98489, 0, 0, 0, 0
"X2860506B", 0.208, 1,    120.742, -167.5,    1.0054, 2,    121.293,   12.6,      1.01, 0, 0, 0, 0
"X3048966C", 0.208, 1,    123.693,   83.2,      1.03, 2,    124.283,  -96.7,    1.0349, 0, 0, 0, 0
"X2822872B", 0.208, 1,    122.408, -166.7,    1.0193, 2,    122.225,   13.2,    1.0178, 0, 0, 0, 0
"X3214071C", 0.208, 1,     123.68,   81.8,    1.0299, 2,    123.303,  -98.3,    1.0268, 0, 0, 0, 0
"X2786273B", 0.208, 1,    123.065, -160.8,    1.0248, 2,    122.697,   19.2,    1.0217, 0, 0, 0, 0
"X3104853C", 0.208, 1,    123.175,   82.1,    1.0257, 2,    123.767,  -97.8,    1.0306, 0, 0, 0, 0
"X2973158C", 0.208, 1,    123.788,   80.3,    1.0308, 2,     123.27,  -99.8,    1.0265, 0, 0, 0, 0
"X3216123A", 0.208, 1,      122.5,  -44.7,    1.0201, 2,    123.036,  135.4,    1.0245, 0, 0, 0, 0
"X2860485B", 0.208, 1,    121.017, -167.5,    1.0077, 2,     121.05,   12.5,     1.008, 0, 0, 0, 0
"X3235946A", 0.208, 1,    111.797,  -41.7,   0.93095, 2,    112.389,  138.3,   0.93588, 0, 0, 0, 0
"X2973148A", 0.208, 1,    120.981,  -42.8,    1.0074, 2,    121.098,  137.2,    1.0084, 0, 0, 0, 0
"X3066829C", 0.208, 1,    120.751,   79.0,    1.0055, 2,    120.654, -101.0,    1.0047, 0, 0, 0, 0
"X3085393C", 0.208, 1,     120.76,   81.0,    1.0056, 2,    120.091,  -99.1,         1, 0, 0, 0, 0
"X2673322B", 0.208, 1,    120.926, -167.5,     1.007, 2,     120.82,   12.5,    1.0061, 0, 0, 0, 0
"X3263051C", 0.208, 1,    122.681,   80.1,    1.0216, 2,    123.086,  -99.9,     1.025, 0, 0, 0, 0
"X2860500B", 0.208, 1,    118.981, -167.3,   0.99078, 2,    118.475,   12.6,   0.98656, 0, 0, 0, 0
"X3048211A", 0.208, 1,    120.143,  -41.1,    1.0005, 2,    120.223,  138.9,    1.0011, 0, 0, 0, 0
"X3728041A", 0.208, 1,    121.863,  -44.7,    1.0148, 2,    121.914,  135.3,    1.0152, 0, 0, 0, 0
"X3048199B", 0.208, 1,     118.18, -167.4,   0.98411, 2,    118.146,   12.6,   0.98382, 0, 0, 0, 0
"X3104136B", 0.208, 1,     122.29, -166.7,    1.0183, 2,    122.605,   13.3,     1.021, 0, 0, 0, 0
"X2916599A", 0.208, 1,    121.258,  -45.1,    1.0097, 2,      121.4,  134.9,    1.0109, 0, 0, 0, 0
"X3104134C", 0.208, 1,    122.708,   79.5,    1.0218, 2,    123.158, -100.4,    1.0256, 0, 0, 0, 0
"X2954344C", 0.208, 1,    121.267,   78.9,    1.0098, 2,    120.657, -101.2,    1.0047, 0, 0, 0, 0
"X3142099B", 0.208, 1,    121.871, -156.8,    1.0148, 2,    122.443,   23.2,    1.0196, 0, 0, 0, 0
"X2710515C", 0.208, 1,    120.882,   79.0,    1.0066, 2,    120.902, -101.0,    1.0068, 0, 0, 0, 0
"X3011298C", 0.208, 1,     122.81,   81.2,    1.0227, 2,    122.596,  -98.9,    1.0209, 0, 0, 0, 0
"X3066812A", 0.208, 1,    121.498,  -44.4,    1.0117, 2,    121.976,  135.7,    1.0157, 0, 0, 0, 0
"X3141403A", 0.208, 1,    120.858,  -45.1,    1.0064, 2,    121.255,  134.9,    1.0097, 0, 0, 0, 0
"X3120484C", 0.208, 1,    122.211,   79.2,    1.0177, 2,    122.216, -100.8,    1.0177, 0, 0, 0, 0
"X2860504A", 0.208, 1,    119.548,  -45.0,   0.99549, 2,    119.737,  135.1,   0.99707, 0, 0, 0, 0
"X2766750C", 0.208, 1,    122.522,   79.6,    1.0203, 2,    122.728, -100.4,     1.022, 0, 0, 0, 0
"X2879077B", 0.208, 1,    117.917, -167.5,   0.98192, 2,    118.011,   12.5,    0.9827, 0, 0, 0, 0
"X3159037B", 0.208, 1,    117.653, -167.5,   0.97971, 2,    118.188,   12.6,   0.98417, 0, 0, 0, 0
"X3160793C", 0.208, 1,    123.689,   81.5,      1.03, 2,    123.248,  -98.6,    1.0263, 0, 0, 0, 0
"X3233412A", 0.208, 1,    113.542,  -40.8,   0.94549, 2,    113.952,  139.2,    0.9489, 0, 0, 0, 0
"X2841620B", 0.208, 1,    119.313, -162.0,   0.99354, 2,    119.838,   18.1,   0.99791, 0, 0, 0, 0
"X3253995C", 0.208, 1,    123.172,   79.3,    1.0257, 2,    122.529, -100.8,    1.0203, 0, 0, 0, 0
"X2936279C", 0.208, 1,     122.56,   81.1,    1.0206, 2,     122.15,  -99.0,    1.0172, 0, 0, 0, 0
"X2804277C", 0.208, 1,    124.162,   80.6,    1.0339, 2,    124.281,  -99.4,    1.0349, 0, 0, 0, 0
"X2860489A", 0.208, 1,    118.323,  -41.0,    0.9853, 2,    118.896,  139.0,   0.99006, 0, 0, 0, 0
"X2690868C", 0.208, 1,    120.219,   78.4,    1.0011, 2,    120.334, -101.6,     1.002, 0, 0, 0, 0
"X3176661C", 0.208, 1,    121.619,   84.4,    1.0127, 2,    122.229,  -95.6,    1.0178, 0, 0, 0, 0
"X2766746C", 0.208, 1,    120.959,   79.1,    1.0072, 2,    120.597, -101.0,    1.0042, 0, 0, 0, 0
"X3189189B", 0.208, 1,    122.287, -166.6,    1.0183, 2,    122.556,   13.4,    1.0205, 0, 0, 0, 0
"X3048196B", 0.208, 1,    123.099, -160.8,    1.0251, 2,    122.972,   19.2,     1.024, 0, 0, 0, 0
"X2879074A", 0.208, 1,    118.997,  -45.0,   0.99091, 2,     119.38,  135.0,    0.9941, 0, 0, 0, 0
"X3067478A", 0.208, 1,    114.537,  -40.6,   0.95377, 2,     114.04,  139.3,   0.94963, 0, 0, 0, 0
"X2766726B", 0.208, 1,    117.198, -162.2,   0.97593, 2,    116.802,   17.7,   0.97263, 0, 0, 0, 0
"X2936271A", 0.208, 1,    118.661,  -38.9,   0.98811, 2,    118.799,  141.1,   0.98926, 0, 0, 0, 0
"X2917328B", 0.208, 1,    119.185, -159.5,   0.99248, 2,    118.737,   20.5,   0.98874, 0, 0, 0, 0
"X3160103C", 0.208, 1,    121.527,   79.1,     1.012, 2,    122.023, -100.8,    1.0161, 0, 0, 0, 0
"X3448661B", 0.208, 1,    118.252, -167.4,    0.9847, 2,    117.944,   12.6,   0.98214, 0, 0, 0, 0
"X2991901B", 0.208, 1,    119.863, -167.6,   0.99812, 2,    120.172,   12.4,    1.0007, 0, 0, 0, 0
"X2860499B", 0.208, 1,    120.483, -165.7,    1.0033, 2,    120.499,   14.3,    1.0034, 0, 0, 0, 0
"X2726975B", 0.208, 1,    118.055, -167.4,   0.98307, 2,    117.965,   12.6,   0.98232, 0, 0, 0, 0
"X2673300B", 0.208, 1,    115.931, -162.4,   0.96538, 2,    115.293,   17.5,   0.96006, 0, 0, 0, 0
"X2730107C", 0.208, 1,    124.212,   80.8,    1.0343, 2,    123.898,  -99.2,    1.0317, 0, 0, 0, 0
"X2916619B", 0.208, 1,    119.975, -165.7,   0.99905, 2,    119.755,   14.2,   0.99722, 0, 0, 0, 0
"X2710525C", 0.208, 1,    122.067,   79.2,    1.0165, 2,    121.755, -100.9,    1.0139, 0, 0, 0, 0
"X2804260B", 0.208, 1,    116.176, -162.4,   0.96742, 2,    115.998,   17.6,   0.96594, 0, 0, 0, 0
"X3197631A", 0.208, 1,    122.533,  -44.5,    1.0204, 2,    122.201,  135.4,    1.0176, 0, 0, 0, 0
"X2973153A", 0.208, 1,     122.86,  -44.6,    1.0231, 2,    122.425,  135.4,    1.0195, 0, 0, 0, 0
"X3122813A", 0.208, 1,    121.041,  -41.0,    1.0079, 2,    120.969,  139.0,    1.0073, 0, 0, 0, 0
"X2935567B", 0.208, 1,    120.368, -165.7,    1.0023, 2,    120.588,   14.4,    1.0042, 0, 0, 0, 0
"X2917336C", 0.208, 1,    122.508,   81.2,    1.0201, 2,    122.382,  -98.8,    1.0191, 0, 0, 0, 0
"X2954350C", 0.208, 1,    122.327,   80.0,    1.0186, 2,    122.619,  -99.9,    1.0211, 0, 0, 0, 0
"X3234185B", 0.208, 1,    117.623, -167.5,   0.97947, 2,    118.195,   12.6,   0.98423, 0, 0, 0, 0
"X3160107A", 0.208, 1,    115.837,  -40.0,   0.96459, 2,    115.981,  140.0,   0.96579, 0, 0, 0, 0
"X3141401A", 0.208, 1,    125.162,  -44.2,    1.0422, 2,    125.217,  135.8,    1.0427, 0, 0, 0, 0
"X2972704C", 0.208, 1,    123.116,   80.1,    1.0252, 2,    122.662,  -99.9,    1.0214, 0, 0, 0, 0
"X3197644A", 0.208, 1,    120.591,  -41.0,    1.0042, 2,    120.137,  138.9,    1.0004, 0, 0, 0, 0
"X2897805A", 0.208, 1,    121.954,  -44.6,    1.0155, 2,    121.545,  135.3,    1.0121, 0, 0, 0, 0
"X2766499C", 0.208, 1,    122.536,   79.2,    1.0204, 2,    122.982, -100.7,    1.0241, 0, 0, 0, 0
"X3104132A", 0.208, 1,    118.471,  -41.0,   0.98653, 2,     118.51,  139.0,   0.98685, 0, 0, 0, 0
"X2989564B", 0.208, 1,    119.718, -165.8,   0.99691, 2,    119.623,   14.2,   0.99612, 0, 0, 0, 0
"X2991923A", 0.208, 1,    120.301,  -41.1,    1.0018, 2,    120.788,  139.0,    1.0058, 0, 0, 0, 0
"X3217053C", 0.208, 1,    123.241,   82.1,    1.0262, 2,    123.698,  -97.8,    1.0301, 0, 0, 0, 0
"X3216345B", 0.208, 1,    122.846, -167.0,     1.023, 2,    122.837,   13.0,    1.0229, 0, 0, 0, 0
"X2766721A", 0.208, 1,    116.078,  -39.9,    0.9666, 2,    116.689,  140.1,   0.97169, 0, 0, 0, 0
"X3119793B", 0.208, 1,    119.266, -162.0,   0.99315, 2,     119.29,   18.0,   0.99335, 0, 0, 0, 0
"X2821010A", 0.208, 1,    120.807,  -45.2,     1.006, 2,    120.969,  134.9,    1.0073, 0, 0, 0, 0
"X3104118C", 0.208, 1,    120.513,   79.0,    1.0035, 2,    120.947, -101.0,    1.0071, 0, 0, 0, 0
"X3160101A", 0.208, 1,    121.557,  -44.6,    1.0122, 2,     121.26,  135.4,    1.0098, 0, 0, 0, 0
"X2692633C", 0.208, 1,    123.132,   80.9,    1.0253, 2,    123.721,  -99.1,    1.0302, 0, 0, 0, 0
"X2691950C", 0.208, 1,    123.068,   80.1,    1.0248, 2,     122.59,  -99.9,    1.0208, 0, 0, 0, 0
"X3160108B", 0.208, 1,    120.166, -167.6,    1.0006, 2,    119.969,   12.4,     0.999, 0, 0, 0, 0
"X2822873B", 0.208, 1,    120.268, -165.7,    1.0015, 2,    120.649,   14.4,    1.0047, 0, 0, 0, 0
"X3048887B", 0.208, 1,    117.329, -161.3,   0.97702, 2,    117.818,   18.8,   0.98109, 0, 0, 0, 0
"X3254227B", 0.208, 1,    120.743, -165.6,    1.0055, 2,    120.482,   14.3,    1.0033, 0, 0, 0, 0
"X2992624A", 0.208, 1,    118.918,  -39.0,   0.99025, 2,    118.594,  140.9,   0.98755, 0, 0, 0, 0
"X3226771A", 0.208, 1,    119.687,  -44.9,   0.99665, 2,     119.79,  135.1,   0.99751, 0, 0, 0, 0
"X3086002C", 0.208, 1,    123.989,   80.8,    1.0325, 2,    124.157,  -99.2,    1.0339, 0, 0, 0, 0
"X3045895C", 0.208, 1,    122.011,   81.2,     1.016, 2,    122.355,  -98.8,    1.0189, 0, 0, 0, 0
"X2973160B", 0.208, 1,    123.293, -166.8,    1.0267, 2,    122.961,   13.2,    1.0239, 0, 0, 0, 0
"X2764403A", 0.208, 1,    118.113,  -44.0,   0.98355, 2,    117.844,  135.9,   0.98131, 0, 0, 0, 0
"X3122812B", 0.208, 1,    120.033, -167.2,   0.99953, 2,     119.82,   12.7,   0.99776, 0, 0, 0, 0
"X3176660B", 0.208, 1,    120.317, -165.7,    1.0019, 2,    120.463,   14.3,    1.0031, 0, 0, 0, 0
"X2991943C", 0.208, 1,    122.445,   79.5,    1.0196, 2,    122.642, -100.4,    1.0213, 0, 0, 0, 0
"X2691941C", 0.208, 1,    120.373,   79.0,    1.0024, 2,    121.044, -100.9,     1.008, 0, 0, 0, 0
"X2983432A", 0.208, 1,    122.702,  -44.5,    1.0218, 2,    122.193,  135.4,    1.0175, 0, 0, 0, 0
"X3215549B", 0.208, 1,    118.354, -167.4,   0.98555, 2,    118.851,   12.7,    0.9897, 0, 0, 0, 0
"X2955077C", 0.208, 1,    123.313,   82.3,    1.0268, 2,    123.911,  -97.7,    1.0318, 0, 0, 0, 0
"X2973157A", 0.208, 1,    119.088,  -45.0,   0.99167, 2,    118.577,  134.9,   0.98741, 0, 0, 0, 0
"X2691951C", 0.208, 1,    122.976,   80.1,     1.024, 2,    123.042,  -99.9,    1.0246, 0, 0, 0, 0
"X3030199C", 0.208, 1,    123.201,   81.8,    1.0259, 2,    123.255,  -98.2,    1.0264, 0, 0, 0, 0
"X2692655C", 0.208, 1,    123.403,   82.0,    1.0276, 2,    123.368,  -98.0,    1.0273, 0, 0, 0, 0
"X2785546A", 0.208, 1,    120.788,  -45.2,    1.0058, 2,    121.255,  134.9,    1.0097, 0, 0, 0, 0
"X2935559A", 0.208, 1,    118.339,  -41.0,   0.98543, 2,    118.569,  139.0,   0.98735, 0, 0, 0, 0
"X2972930A", 0.208, 1,    122.649,  -44.7,    1.0213, 2,    123.103,  135.4,    1.0251, 0, 0, 0, 0
"X2822866B", 0.208, 1,    122.073, -166.9,    1.0165, 2,    121.632,   13.0,    1.0128, 0, 0, 0, 0
"X2748781A", 0.208, 1,     112.17,  -41.7,   0.93406, 2,    111.709,  138.2,   0.93022, 0, 0, 0, 0
"X3645810C", 0.208, 1,    122.589,   79.2,    1.0208, 2,    122.612, -100.8,     1.021, 0, 0, 0, 0
"X2879076C", 0.208, 1,    122.832,   80.1,    1.0228, 2,    123.026,  -99.9,    1.0245, 0, 0, 0, 0
"X2841616A", 0.208, 1,    121.456,  -44.6,    1.0114, 2,    121.807,  135.4,    1.0143, 0, 0, 0, 0
"X2935554A", 0.208, 1,    122.644,  -44.5,    1.0213, 2,    122.169,  135.4,    1.0173, 0, 0, 0, 0
"X2879075A", 0.208, 1,    119.139,  -45.0,   0.99209, 2,    118.963,  135.0,   0.99062, 0, 0, 0, 0
