Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Transformer.T28120126A,    2.60799,   -59.70,    2.60799,   120.30,          0,     0.00,          0,     0.00, 3.48441E-006,  -134.64,    36.6486,   121.23,    36.6487,   -58.77,          0,     0.00,          0,     0.00, 0.000208081,  -134.91,    118.506,   120.88,    118.506,   -59.12,          0,     0.00,          0,     0.00, 0.000415097,    45.05
Transformer.T28120126B,    2.79934,   178.64,    2.79934,    -1.36,          0,     0.00,          0,     0.00, 3.56397E-006,   103.68,    38.1932,    -0.44,    38.1933,   179.56,          0,     0.00,          0,     0.00, 0.000212791,   103.41,    128.412,    -0.81,    128.412,   179.19,          0,     0.00,          0,     0.00, 0.000424406,   -76.64
Transformer.T28120126C,    2.96047,    64.78,    2.96047,  -115.22,          0,     0.00,          0,     0.00, 3.50354E-006,   -10.30,    77.3594,  -114.58,    77.3594,    65.42,          0,     0.00,          0,     0.00, 0.000208863,   -10.62,    98.9428,  -114.68,    98.9427,    65.32,          0,     0.00,          0,     0.00, 0.000417463,   169.36
Transformer.T5223658A,   0.247651,   -50.27,    0.24765,   129.73,          0,     0.00,          0,     0.00, 3.61129E-007,  -125.21,    10.1268,   130.44,    10.1268,   -49.56,          0,     0.00,          0,     0.00, 2.153E-005,  -125.49,    4.59514,   130.48,    4.59513,   -49.52,          0,     0.00,          0,     0.00, 4.31361E-005,    54.54
Transformer.T5138652C,    2.17363,    65.21,    2.17363,  -114.79,          0,     0.00,          0,     0.00, 2.68638E-006,    -9.79,    35.0076,  -113.99,    35.0077,    66.01,          0,     0.00,          0,     0.00, 0.000160335,   -10.08,    94.3902,  -114.25,    94.3901,    65.75,          0,     0.00,          0,     0.00, 0.000319899,   169.88
Transformer.T227678342C,   0.862425,    65.43,   0.862424,  -114.57,          0,     0.00,          0,     0.00, 1.07368E-006,    -9.59,    29.8081,  -113.97,    29.8081,    66.03,          0,     0.00,          0,     0.00, 6.39789E-005,    -9.91,    21.5308,  -113.93,    21.5307,    66.07,          0,     0.00,          0,     0.00, 0.000128075,   170.11
Transformer.T21249647B,    1.42504,  -174.16,    1.42504,     5.84,          0,     0.00,          0,     0.00, 1.7316E-006,   110.80,    49.9897,     6.41,    49.9897,  -173.59,          0,     0.00,          0,     0.00, 0.000103161,   110.48,    34.8574,     6.48,    34.8574,  -173.52,          0,     0.00,          0,     0.00, 0.000206535,   -69.51
Transformer.T5337700B,    1.44059,   177.81,    1.44059,    -2.19,          0,     0.00,          0,     0.00, 1.72312E-006,   102.86,    13.8849,    -1.36,    13.8849,   178.64,          0,     0.00,          0,     0.00, 0.000102887,   102.57,    71.8951,    -1.64,     71.895,   178.36,          0,     0.00,          0,     0.00, 0.000205015,   -77.49
Transformer.T5356790C,   0.581771,    69.67,   0.581771,  -110.33,          0,     0.00,          0,     0.00, 7.1028E-007,    -5.29,    3.39836,  -109.57,    3.39837,    70.43,          0,     0.00,          0,     0.00, 4.24295E-005,    -5.56,    31.2376,  -109.74,    31.2375,    70.26,          0,     0.00,          0,     0.00, 8.44937E-005,   174.36
Transformer.T5302392A,   0.784198,   -55.81,   0.784198,   124.19,          0,     0.00,          0,     0.00, 1.03704E-006,  -130.71,    45.2666,   124.83,    45.2666,   -55.17,          0,     0.00,          0,     0.00, 6.16988E-005,  -131.03,    1.39224,   125.07,    1.39221,   -54.93,          0,     0.00,          0,     0.00, 0.000123988,    49.04
Transformer.T2224237391A,    1.27016,   -59.71,    1.27016,   120.29,          0,     0.00,          0,     0.00, 1.77667E-006,  -134.64,    60.5501,   120.94,    60.5501,   -59.06,          0,     0.00,          0,     0.00, 0.000105837,  -134.93,    14.9857,   121.15,    14.9856,   -58.85,          0,     0.00,          0,     0.00, 0.000212292,    45.11
Transformer.T5138470C,   0.575495,    65.41,   0.575495,  -114.59,          0,     0.00,          0,     0.00, 7.15194E-007,    -9.60,    21.9914,  -114.00,    21.9914,    66.00,          0,     0.00,          0,     0.00, 4.26026E-005,    -9.92,    12.2676,  -113.94,    12.2675,    66.06,          0,     0.00,          0,     0.00, 8.53396E-005,   170.10
Transformer.T5260581C,    1.43558,    66.88,    1.43558,  -113.12,          0,     0.00,          0,     0.00, 1.79763E-006,    -8.13,    55.6751,  -112.54,    55.6751,    67.46,          0,     0.00,          0,     0.00, 0.000107082,    -8.45,    29.7794,  -112.42,    29.7793,    67.58,          0,     0.00,          0,     0.00, 0.00021452,   171.57
Transformer.T226191951B,    1.46646,  -177.07,    1.46646,     2.93,          0,     0.00,          0,     0.00, 1.68254E-006,   107.87,    41.5628,     3.51,    41.5628,  -176.49,          0,     0.00,          0,     0.00, 0.000100262,   107.54,     45.788,     3.49,     45.788,  -176.51,          0,     0.00,          0,     0.00, 0.00020048,   -72.47
Transformer.T5392037B,    1.43735,   177.81,    1.43735,    -2.19,          0,     0.00,          0,     0.00, 1.71732E-006,   102.77,    51.5083,    -1.62,    51.5083,   178.38,          0,     0.00,          0,     0.00, 0.000102291,   102.44,    34.0831,    -1.54,    34.0831,   178.46,          0,     0.00,          0,     0.00, 0.000204825,   -77.54
Transformer.T5138797B,      2.166,  -174.51,      2.166,     5.49,          0,     0.00,          0,     0.00, 2.59098E-006,   110.56,    20.6108,     6.42,    20.6109,  -173.58,          0,     0.00,          0,     0.00, 0.000154709,   110.27,    108.364,     6.03,    108.364,  -173.97,          0,     0.00,          0,     0.00, 0.000308268,   -69.79
Transformer.T5251857C,   0.875074,    69.63,   0.875074,  -110.37,          0,     0.00,          0,     0.00, 1.0666E-006,    -5.27,    1.37667,  -109.50,    1.37668,    70.50,          0,     0.00,          0,     0.00, 6.37389E-005,    -5.54,    50.7211,  -109.77,    50.7211,    70.23,          0,     0.00,          0,     0.00, 0.000126829,   174.37
Transformer.T5293644A,    1.28637,   -59.64,    1.28637,   120.36,          0,     0.00,          0,     0.00, 1.75948E-006,  -134.53,    8.55123,   121.29,    8.55126,   -58.71,          0,     0.00,          0,     0.00, 0.000105146,  -134.77,    67.9599,   121.01,    67.9599,   -58.99,          0,     0.00,          0,     0.00, 0.000209515,    45.16
Transformer.T21396606C,    1.44623,    65.38,    1.44623,  -114.62,          0,     0.00,          0,     0.00, 1.78932E-006,    -9.59,    19.5345,  -113.83,    19.5345,    66.17,          0,     0.00,          0,     0.00, 0.00010682,    -9.88,    66.5595,  -114.05,    66.5594,    65.95,          0,     0.00,          0,     0.00, 0.000213027,   170.07
Transformer.T21395720C,   0.865025,    64.86,   0.865025,  -115.14,          0,     0.00,          0,     0.00, 1.07474E-006,   -10.10,    43.5251,  -114.55,    43.5251,    65.44,          0,     0.00,          0,     0.00, 6.39503E-005,   -10.44,    7.96967,  -114.37,    7.96964,    65.63,          0,     0.00,          0,     0.00, 0.000128381,   169.62
Transformer.T5338897A,   0.761905,   -59.17,   0.761905,   120.83,          0,     0.00,          0,     0.00, 1.06284E-006,  -134.10,    37.0186,   121.50,    37.0186,   -58.50,          0,     0.00,          0,     0.00, 6.33081E-005,  -134.40,    8.29279,   121.65,    8.29276,   -58.35,          0,     0.00,          0,     0.00, 0.000127006,    45.65
Transformer.T5355935A,   0.762907,   -59.82,   0.762907,   120.18,          0,     0.00,          0,     0.00, 1.05975E-006,  -134.78,    32.8097,   120.84,    32.8097,   -59.16,          0,     0.00,          0,     0.00, 6.31506E-005,  -135.07,    12.5629,   120.95,    12.5629,   -59.05,          0,     0.00,          0,     0.00, 0.000126578,    44.96
Transformer.T5274988C,   0.875443,    66.39,   0.875442,  -113.61,          0,     0.00,          0,     0.00, 1.06285E-006,    -8.56,    45.4537,  -113.03,    45.4538,    66.97,          0,     0.00,          0,     0.00, 6.32209E-005,    -8.91,    6.67068,  -112.83,    6.67065,    67.17,          0,     0.00,          0,     0.00, 0.000126965,   171.15
Transformer.T5323282B,    2.16559,   179.36,    2.16559,    -0.64,          0,     0.00,          0,     0.00, 2.61275E-006,   104.54,    125.537,    -0.06,    125.537,   179.94,          0,     0.00,          0,     0.00, 0.000155315,   104.19,    3.40686,     0.47,    3.40678,  -179.53,          0,     0.00,          0,     0.00, 0.000312273,   -75.73
Transformer.T226109079A,    1.95284,   -60.01,    1.95284,   119.99,          0,     0.00,          0,     0.00, 2.59465E-006,  -135.03,    59.9533,   120.65,    59.9534,   -59.35,          0,     0.00,          0,     0.00, 0.000154728,  -135.32,    56.2336,   120.66,    56.2335,   -59.34,          0,     0.00,          0,     0.00, 0.000309523,    44.68
Transformer.T5207287B,    1.43966,  -174.52,    1.43966,     5.48,          0,     0.00,          0,     0.00, 1.72772E-006,   110.57,    9.18206,     6.37,    9.18208,  -173.63,          0,     0.00,          0,     0.00, 0.000103194,   110.28,    76.5397,     6.05,    76.5396,  -173.95,          0,     0.00,          0,     0.00, 0.000205505,   -69.79
Transformer.T5302510C,   0.864244,    64.91,   0.864244,  -115.09,          0,     0.00,          0,     0.00, 1.07143E-006,   -10.11,    29.8568,  -114.49,    29.8568,    65.51,          0,     0.00,          0,     0.00, 6.38427E-005,   -10.42,    21.5921,  -114.45,    21.5921,    65.55,          0,     0.00,          0,     0.00, 0.000127803,   169.59
Transformer.T2224387053A,    1.93571,   -59.69,    1.93571,   120.32,          0,     0.00,          0,     0.00, 2.66043E-006,  -134.45,    114.891,   120.99,    114.891,   -59.01,          0,     0.00,          0,     0.00, 0.00015831,  -134.77,    0.24046,   121.42,   0.240383,   -58.51,          0,     0.00,          0,     0.00, 0.000318164,    45.30
Transformer.T5260631A,   0.773349,   -52.68,   0.773349,   127.32,          0,     0.00,          0,     0.00, 1.04899E-006,  -127.60,    5.18718,   128.17,     5.1872,   -51.83,          0,     0.00,          0,     0.00, 6.26855E-005,  -127.85,    40.8141,   127.97,     40.814,   -52.03,          0,     0.00,          0,     0.00, 0.000124904,    52.09
Transformer.T5355618B,    1.40973,   177.78,    1.40973,    -2.22,          0,     0.00,          0,     0.00, 1.75221E-006,   102.76,    28.0444,    -1.52,    28.0444,   178.48,          0,     0.00,          0,     0.00, 0.000104547,   102.47,    55.8745,    -1.65,    55.8744,   178.35,          0,     0.00,          0,     0.00, 0.000208737,   -77.56
Transformer.T5260575B,   0.861924,  -175.77,   0.861923,     4.23,          0,     0.00,          0,     0.00, 1.02861E-006,   109.20,    22.4064,     4.84,    22.4064,  -175.16,          0,     0.00,          0,     0.00, 6.13244E-005,   108.88,    28.9193,     4.80,    28.9193,  -175.19,          0,     0.00,          0,     0.00, 0.000122569,   -71.13
Transformer.T5350993C,   0.872115,    66.45,   0.872115,  -113.55,          0,     0.00,          0,     0.00, 1.06157E-006,    -8.58,    24.8369,  -112.94,    24.8369,    67.06,          0,     0.00,          0,     0.00, 6.32826E-005,    -8.89,    27.0879,  -112.95,    27.0879,    67.05,          0,     0.00,          0,     0.00, 0.000126543,   171.10
Transformer.T5260481C,    1.45271,    66.92,    1.45271,  -113.08,          0,     0.00,          0,     0.00, 1.79375E-006,    -7.96,    82.5046,  -112.49,    82.5046,    67.51,          0,     0.00,          0,     0.00, 0.000106664,    -8.31,    3.97815,  -112.13,     3.9781,    67.87,          0,     0.00,          0,     0.00, 0.000214386,   171.77
Transformer.T5260641B,    2.12464,  -173.62,    2.12464,     6.38,          0,     0.00,          0,     0.00, 2.61789E-006,   111.33,    60.3914,     7.01,    60.3914,  -172.99,          0,     0.00,          0,     0.00, 0.000156072,   111.02,    66.0959,     6.98,    66.0958,  -173.02,          0,     0.00,          0,     0.00, 0.000312086,   -68.99
Transformer.T5337650A,   0.763265,   -59.48,   0.763264,   120.52,          0,     0.00,          0,     0.00, 1.06329E-006,  -134.38,    41.4209,   121.20,    41.4209,   -58.80,          0,     0.00,          0,     0.00, 6.33052E-005,  -134.68,     3.9718,   121.39,    3.97177,   -58.61,          0,     0.00,          0,     0.00, 0.000127116,    45.38
Transformer.T5355780B,    1.39729,   177.88,    1.39729,    -2.12,          0,     0.00,          0,     0.00, 1.76744E-006,   102.87,    54.7753,    -1.53,    54.7753,   178.47,          0,     0.00,          0,     0.00, 0.000105287,   102.56,    28.3928,    -1.41,    28.3928,   178.59,          0,     0.00,          0,     0.00, 0.000210937,   -77.42
Transformer.T5275002C,   0.877408,    66.36,   0.877407,  -113.64,          0,     0.00,          0,     0.00, 1.05677E-006,    -8.65,     36.773,  -113.07,     36.773,    66.93,          0,     0.00,          0,     0.00, 6.29139E-005,    -8.98,    15.4716,  -112.96,    15.4716,    67.04,          0,     0.00,          0,     0.00, 0.000126118,   171.05
Transformer.T21452406B,    1.39861,   177.88,    1.39861,    -2.12,          0,     0.00,          0,     0.00, 1.76358E-006,   102.85,    39.5976,    -1.48,    39.5976,   178.52,          0,     0.00,          0,     0.00, 0.000105156,   102.55,    43.6509,    -1.50,    43.6508,   178.50,          0,     0.00,          0,     0.00, 0.00021027,   -77.46
Transformer.T21399326C,    1.48545,    64.63,    1.48545,  -115.37,          0,     0.00,          0,     0.00, 1.74801E-006,   -10.32,    76.0194,  -114.83,    76.0194,    65.17,          0,     0.00,          0,     0.00, 0.000103955,   -10.68,    12.4462,  -114.53,    12.4461,    65.47,          0,     0.00,          0,     0.00, 0.000208768,   169.38
Transformer.T5338964C,    2.22524,    64.11,    2.22524,  -115.89,          0,     0.00,          0,     0.00, 2.6414E-006,   -10.81,    114.596,  -115.36,    114.596,    64.64,          0,     0.00,          0,     0.00, 0.000157091,   -11.16,    17.9181,  -114.94,     17.918,    65.06,          0,     0.00,          0,     0.00, 0.000315487,   168.90
Transformer.T28119958B,   0.863904,   177.86,   0.863904,    -2.14,          0,     0.00,          0,     0.00, 1.03427E-006,   102.94,    49.4287,    -1.56,    49.4287,   178.44,          0,     0.00,          0,     0.00, 6.14826E-005,   102.58,    2.01419,    -1.31,    2.01416,   178.70,          0,     0.00,          0,     0.00, 0.000123603,   -77.34
Transformer.T21381118B,   0.848035,   179.57,   0.848035,    -0.43,          0,     0.00,          0,     0.00, 1.05232E-006,   104.64,    47.1671,     0.17,    47.1672,  -179.83,          0,     0.00,          0,     0.00, 6.25851E-005,   104.30,    3.31661,     0.40,    3.31658,  -179.60,          0,     0.00,          0,     0.00, 0.000125761,   -75.63
Transformer.T5337673A,    1.27798,   -59.41,    1.27798,   120.59,          0,     0.00,          0,     0.00, 1.76749E-006,  -134.32,    12.7623,   121.48,    12.7623,   -58.52,          0,     0.00,          0,     0.00, 0.000105602,  -134.57,    63.2436,   121.24,    63.2436,   -58.76,          0,     0.00,          0,     0.00, 0.000210544,    45.37
Transformer.T2224387138A,    1.90625,   -59.47,    1.90625,   120.53,          0,     0.00,          0,     0.00, 2.66044E-006,  -134.45,    41.8324,   121.31,    41.8325,   -58.69,          0,     0.00,          0,     0.00, 0.000158808,  -134.72,    71.5326,   121.18,    71.5325,   -58.82,          0,     0.00,          0,     0.00, 0.000317239,    45.26
Transformer.T5323243B,   0.862352,   177.88,   0.862352,    -2.12,          0,     0.00,          0,     0.00, 1.03409E-006,   102.94,    5.15499,    -1.32,    5.15501,   178.68,          0,     0.00,          0,     0.00, 6.17673E-005,   102.65,    46.1925,    -1.55,    46.1925,   178.45,          0,     0.00,          0,     0.00, 0.000122996,   -77.42
Transformer.T5138564A,    1.27068,   -55.43,    1.27068,   124.57,          0,     0.00,          0,     0.00, 1.77863E-006,  -130.33,    64.1998,   125.23,    64.1998,   -54.77,          0,     0.00,          0,     0.00, 0.00010593,  -130.63,    11.3665,   125.47,    11.3664,   -54.53,          0,     0.00,          0,     0.00, 0.000212574,    49.42
Transformer.T223400157C,    2.17522,    66.79,    2.17522,  -113.21,          0,     0.00,          0,     0.00, 2.69592E-006,    -8.14,    107.971,  -112.65,    107.971,    67.35,          0,     0.00,          0,     0.00, 0.000160421,    -8.47,    21.5219,  -112.29,    21.5219,    67.71,          0,     0.00,          0,     0.00, 0.00032201,   171.58
Transformer.T227989724B,    1.40183,   177.85,    1.40183,    -2.15,          0,     0.00,          0,     0.00, 1.75986E-006,   102.82,    36.4862,    -1.50,    36.4862,   178.50,          0,     0.00,          0,     0.00, 0.000104953,   102.52,    46.9567,    -1.55,    46.9566,   178.45,          0,     0.00,          0,     0.00, 0.000209778,   -77.49
Transformer.T5355592B,    1.40938,   177.78,    1.40938,    -2.22,          0,     0.00,          0,     0.00, 1.75089E-006,   102.75,    34.3283,    -1.56,    34.3284,   178.44,          0,     0.00,          0,     0.00, 0.000104427,   102.45,     49.571,    -1.63,    49.5709,   178.37,          0,     0.00,          0,     0.00, 0.000208663,   -77.57
Transformer.T5138565A,    1.27526,   -55.48,    1.27526,   124.52,          0,     0.00,          0,     0.00, 1.77888E-006,  -130.33,     72.007,   125.20,     72.007,   -54.80,          0,     0.00,          0,     0.00, 0.000105891,  -130.64,     3.8332,   125.51,    3.83315,   -54.49,          0,     0.00,          0,     0.00, 0.000212701,    49.43
Transformer.T5138720A,    1.27933,   -55.80,    1.27933,   124.20,          0,     0.00,          0,     0.00, 1.75925E-006,  -130.77,     24.698,   124.97,     24.698,   -55.03,          0,     0.00,          0,     0.00, 0.000105028,  -131.04,    51.3934,   124.84,    51.3934,   -55.16,          0,     0.00,          0,     0.00, 0.000209713,    48.93
Transformer.T5338913B,    1.40912,   178.20,    1.40912,    -1.80,          0,     0.00,          0,     0.00, 1.76094E-006,   103.25,    70.4773,    -1.23,    70.4773,   178.77,          0,     0.00,          0,     0.00, 0.000104788,   102.92,    13.4033,    -0.96,    13.4033,   179.04,          0,     0.00,          0,     0.00, 0.000210348,   -77.03
Transformer.T21470326A,   0.766033,   -59.91,   0.766032,   120.09,          0,     0.00,          0,     0.00, 1.05543E-006,  -134.87,     12.658,   120.86,     12.658,   -59.14,          0,     0.00,          0,     0.00, 6.30241E-005,  -135.13,    32.9027,   120.74,    32.9026,   -59.25,          0,     0.00,          0,     0.00, 0.000125786,    44.83
Transformer.T5355600B,    1.41422,   177.73,    1.41422,    -2.27,          0,     0.00,          0,     0.00, 1.74789E-006,   102.72,     25.136,    -1.54,    25.1361,   178.46,          0,     0.00,          0,     0.00, 0.000104306,   102.43,    59.0538,    -1.71,    59.0538,   178.29,          0,     0.00,          0,     0.00, 0.000208173,   -77.61
Transformer.T226308728A,    2.06443,   -55.58,    2.06443,   124.42,          0,     0.00,          0,     0.00, 2.48269E-006,  -130.48,    14.9257,   125.40,    14.9258,   -54.60,          0,     0.00,          0,     0.00, 0.000148277,  -130.76,    107.995,   124.97,    107.995,   -55.03,          0,     0.00,          0,     0.00, 0.000295333,    49.17
Transformer.T5323265B,     1.4321,   177.97,     1.4321,    -2.03,          0,     0.00,          0,     0.00, 1.7355E-006,   103.04,    74.5674,    -1.47,    74.5674,   178.53,          0,     0.00,          0,     0.00, 0.000103229,   102.69,    10.7017,    -1.17,    10.7017,   178.83,          0,     0.00,          0,     0.00, 0.000207319,   -77.25
Transformer.T5391750B,     1.4794,  -177.20,     1.4794,     2.80,          0,     0.00,          0,     0.00, 1.68617E-006,   107.90,     5.4448,     3.72,    5.44483,  -176.28,          0,     0.00,          0,     0.00, 0.000100715,   107.61,    82.6769,     3.34,    82.6768,  -176.66,          0,     0.00,          0,     0.00, 0.000200414,   -72.48
Transformer.T5260494B,     2.1415,  -174.14,     2.1415,     5.86,          0,     0.00,          0,     0.00, 2.59867E-006,   110.81,    53.6643,     6.52,    53.6644,  -173.48,          0,     0.00,          0,     0.00, 0.000154959,   110.50,    73.8413,     6.43,    73.8413,  -173.57,          0,     0.00,          0,     0.00, 0.000309667,   -69.51
Transformer.T5138770A,   0.512577,   -55.81,   0.512577,   124.19,          0,     0.00,          0,     0.00, 7.0066E-007,  -130.78,    9.19412,   124.93,    9.19413,   -55.07,          0,     0.00,          0,     0.00, 4.18331E-005,  -131.04,    21.2942,   124.85,    21.2942,   -55.15,          0,     0.00,          0,     0.00, 8.35101E-005,    48.93
Transformer.T5302637A,   0.783324,   -59.86,   0.783324,   120.14,          0,     0.00,          0,     0.00, 1.03653E-006,  -134.77,    3.78935,   121.00,    3.78936,   -59.01,          0,     0.00,          0,     0.00, 6.19443E-005,  -135.03,     42.815,   120.78,     42.815,   -59.22,          0,     0.00,          0,     0.00, 0.000123377,    44.90
Transformer.T5302367B,   0.874779,  -177.04,   0.874779,     2.96,          0,     0.00,          0,     0.00, 1.02106E-006,   108.03,    2.84125,     3.79,    2.84126,  -176.22,          0,     0.00,          0,     0.00, 6.09968E-005,   107.75,    49.2566,     3.52,    49.2565,  -176.48,          0,     0.00,          0,     0.00, 0.000121383,   -72.34
Transformer.T5391739B,    1.47592,  -177.16,    1.47592,     2.84,          0,     0.00,          0,     0.00, 1.6828E-006,   107.87,    73.8877,     3.35,    73.8877,  -176.65,          0,     0.00,          0,     0.00, 0.000100059,   107.51,    14.0312,     3.65,    14.0311,  -176.35,          0,     0.00,          0,     0.00, 0.000200927,   -72.44
Transformer.T28120855A,   0.533278,   -54.73,   0.533278,   125.27,          0,     0.00,          0,     0.00, 6.76376E-007,  -129.66,    30.0415,   125.89,    30.0415,   -54.11,          0,     0.00,          0,     0.00, 4.02316E-005,  -130.00,    1.69915,   126.07,    1.69913,   -53.93,          0,     0.00,          0,     0.00, 8.08448E-005,    50.07
Transformer.T2224237713A,     1.9168,   -59.76,     1.9168,   120.24,          0,     0.00,          0,     0.00, 2.66434E-006,  -134.65,    97.1616,   120.88,    97.1617,   -59.12,          0,     0.00,          0,     0.00, 0.000158669,  -134.95,    16.8355,   121.22,    16.8354,   -58.78,          0,     0.00,          0,     0.00, 0.000318426,    45.10
Transformer.T5323241B,   0.859105,   177.94,   0.859105,    -2.06,          0,     0.00,          0,     0.00, 1.03247E-006,   102.91,     31.783,    -1.49,     31.783,   178.51,          0,     0.00,          0,     0.00, 6.14943E-005,   102.58,    19.3726,    -1.42,    19.3726,   178.58,          0,     0.00,          0,     0.00, 0.000123161,   -77.40
Transformer.T5138679A,   0.764151,   -55.76,   0.764151,   124.24,          0,     0.00,          0,     0.00, 1.05663E-006,  -130.74,    26.1666,   124.92,    26.1666,   -55.08,          0,     0.00,          0,     0.00, 6.30072E-005,  -131.02,    19.2817,   124.95,    19.2817,   -55.05,          0,     0.00,          0,     0.00, 0.000126113,    48.99
Transformer.T5302813C,   0.864238,    65.40,   0.864238,  -114.60,          0,     0.00,          0,     0.00, 1.0712E-006,    -9.62,    24.9715,  -113.98,    24.9715,    66.02,          0,     0.00,          0,     0.00, 6.38616E-005,    -9.93,    26.4769,  -113.99,    26.4769,    66.01,          0,     0.00,          0,     0.00, 0.000127711,   170.06
Transformer.T226193745B,    1.41951,   178.11,    1.41951,    -1.89,          0,     0.00,          0,     0.00, 1.75835E-006,   103.26,     2.0994,    -0.90,    2.09942,   179.10,          0,     0.00,          0,     0.00, 0.000105084,   102.99,    82.3998,    -1.28,    82.3997,   178.72,          0,     0.00,          0,     0.00, 0.000209112,   -77.10
Transformer.T228314460C,    1.45255,    69.75,    1.45255,  -110.25,          0,     0.00,          0,     0.00, 1.79254E-006,    -5.13,    5.44534,  -109.30,    5.44537,    70.70,          0,     0.00,          0,     0.00, 0.000107104,    -5.40,    81.0243,  -109.65,    81.0243,    70.35,          0,     0.00,          0,     0.00, 0.000213216,   174.52
Transformer.T5391977A,    1.30627,   -59.84,    1.30627,   120.16,          0,     0.00,          0,     0.00, 1.7406E-006,  -134.68,    76.8874,   120.81,    76.8874,   -59.19,          0,     0.00,          0,     0.00, 0.000103553,  -135.00,   0.828348,   121.16,   0.828298,   -58.83,          0,     0.00,          0,     0.00, 0.000208131,    45.07
Transformer.T5321854B,   0.840506,   177.83,   0.840506,    -2.17,          0,     0.00,          0,     0.00, 1.05736E-006,   102.85,    11.5111,    -1.43,    11.5111,   178.57,          0,     0.00,          0,     0.00, 6.31271E-005,   102.57,    38.5174,    -1.58,    38.5174,   178.42,          0,     0.00,          0,     0.00, 0.000125902,   -77.47
Transformer.T5356789C,   0.873485,    69.67,   0.873485,  -110.33,          0,     0.00,          0,     0.00, 1.06539E-006,    -5.29,    45.6695,  -109.75,    45.6695,    70.24,          0,     0.00,          0,     0.00, 6.33722E-005,    -5.63,    6.33653,  -109.55,    6.33649,    70.45,          0,     0.00,          0,     0.00, 0.000127275,   174.43
Transformer.T5338973A,     1.9679,   -58.74,     1.9679,   121.26,          0,     0.00,          0,     0.00, 2.57582E-006,  -133.77,    66.3835,   121.88,    66.3835,   -58.12,          0,     0.00,          0,     0.00, 0.000153551,  -134.07,    50.7148,   121.95,    50.7147,   -58.05,          0,     0.00,          0,     0.00, 0.000307328,    45.94
Transformer.T226193838C,    1.42343,    65.25,    1.42342,  -114.75,          0,     0.00,          0,     0.00, 1.81258E-006,    -9.76,    30.2851,  -114.04,    30.2852,    65.95,          0,     0.00,          0,     0.00, 0.000108151,   -10.05,    54.4327,  -114.16,    54.4326,    65.84,          0,     0.00,          0,     0.00, 0.000215992,   169.92
Transformer.T5293652A,   0.769722,   -59.63,   0.769721,   120.37,          0,     0.00,          0,     0.00, 1.0526E-006,  -134.56,    7.37001,   121.19,    7.37003,   -58.81,          0,     0.00,          0,     0.00, 6.28883E-005,  -134.81,    38.4125,   121.02,    38.4125,   -58.98,          0,     0.00,          0,     0.00, 0.000125371,    45.13
Transformer.T5293652B,    2.10957,   178.48,    2.10957,    -1.52,          0,     0.00,          0,     0.00, 2.67516E-006,   103.66,    6.06909,    -0.42,    6.06912,   179.58,          0,     0.00,          0,     0.00, 0.00015987,   103.40,    119.484,    -0.91,    119.483,   179.09,          0,     0.00,          0,     0.00, 0.00031825,   -76.68
Transformer.T5293652C,   0.878552,    64.67,   0.878552,  -115.33,          0,     0.00,          0,     0.00, 1.05611E-006,   -10.33,     39.013,  -114.77,    39.0131,    65.23,          0,     0.00,          0,     0.00, 6.28587E-005,   -10.67,    13.3006,  -114.63,    13.3005,    65.37,          0,     0.00,          0,     0.00, 0.000126067,   169.37
Transformer.T5338978C,    1.42999,    65.17,    1.42998,  -114.83,          0,     0.00,          0,     0.00,  1.81E-006,    -9.80,    18.1837,  -114.03,    18.1837,    65.97,          0,     0.00,          0,     0.00, 0.000108074,   -10.08,    66.9273,  -114.25,    66.9272,    65.75,          0,     0.00,          0,     0.00, 0.000215512,   169.87
Transformer.T5337703B,   0.858581,   177.86,   0.858581,    -2.14,          0,     0.00,          0,     0.00, 1.03262E-006,   102.83,    23.2659,    -1.53,    23.2659,   178.47,          0,     0.00,          0,     0.00, 6.156E-005,   102.51,    27.8578,    -1.56,    27.8578,   178.44,          0,     0.00,          0,     0.00, 0.000123066,   -77.50
Transformer.T21393570C,   0.874671,    66.40,    0.87467,  -113.60,          0,     0.00,          0,     0.00, 1.06144E-006,    -8.58,    11.5452,  -112.87,    11.5452,    67.13,          0,     0.00,          0,     0.00, 6.3362E-005,    -8.87,    40.5318,  -113.03,    40.5318,    66.97,          0,     0.00,          0,     0.00, 0.000126346,   171.07
Transformer.T0107693B,     1.4276,  -174.07,     1.4276,     5.93,          0,     0.00,          0,     0.00, 1.73554E-006,   110.96,    17.7959,     6.73,     17.796,  -173.27,          0,     0.00,          0,     0.00, 0.00010361,   110.67,    67.2004,     6.49,    67.2004,  -173.51,          0,     0.00,          0,     0.00, 0.000206575,   -69.38
Transformer.T28128464C,    1.45665,    69.71,    1.45665,  -110.29,          0,     0.00,          0,     0.00, 1.7795E-006,    -5.25,     71.344,  -109.73,     71.344,    70.27,          0,     0.00,          0,     0.00, 0.000105883,    -5.59,    15.3818,  -109.48,    15.3817,    70.52,          0,     0.00,          0,     0.00, 0.000212523,   174.46
